Incident Number,Incident Date,Time Num,Street,Alt Street,City,County,Intersection,Mile Post,Accident Type,Collision Type,Hit and Run,Involved Fatal Injury,Involved Medical Transport,Involved Placarded Truck,Posted Speed,Total Vehicles Involved,Weather Code,Pedestrian Involved,Bicycle Involved,Drug Involved,Alcohol Involved,Latitude,Longitude,Location WKT,Location,Light Condition
20-096937,09/24/2020 06:45:00 PM,19,N Market St,SR-000,Chattanooga,Hamilton,Cherokee Blvd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,30,1,Rain,Yes,No,No,No,35.062644,-85.308526,POINT (-85.308526 35.062644),"(35.062644, -85.308526)",Daylight
20-101762,10/07/2020 03:00:00 PM,15,Rossville Blvd,SR-3611,Chattanooga,Hamilton,E 35th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.004673,-85.292334,POINT (-85.292334 35.004673),"(35.004673, -85.292334)",Daylight
20-102108,10/08/2020 02:00:00 PM,14,5428 Hwy 153,SR-5428,Chattanooga,Hamilton,Northpoint Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,34.9875422,-85.294598,POINT (-85.294598 34.9875422),"(34.9875422, -85.294598)",Daylight
20-102319,10/08/2020 10:34:00 PM,22.5,9050-9198 Lee Hwy,,Chattanooga,Hamilton,Little Debbie Pkwy,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.08456,-85.06419,POINT (-85.06419 35.08456),"(35.084560, -85.064190)",Dark - Not Lighted
20-102975,10/10/2020 07:18:00 PM,19.5,W Aquarium Way,,Chattanooga,Hamilton,Chestnut St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Rain,Yes,No,No,No,35.054733,-85.311857,POINT (-85.311857 35.054733),"(35.054733, -85.311857)",Dark - Lighted
20-102989,10/10/2020 08:15:00 PM,20.5,5958 Snow Hill Rd,,Chattanooga,Hamilton,Mountain View,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Rain,Yes,No,No,No,35.090553,-85.064316,POINT (-85.064316 35.090553),"(35.090553, -85.064316)",Dark - Lighted
20-104103,10/13/2020 07:52:00 PM,20,4903 Brainerd Rd,,Chattanooga,Hamilton,N Moore Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,Yes,35.012915,-85.227459,POINT (-85.227459 35.012915),"(35.012915, -85.227459)",Dark - Lighted
20-106163,10/19/2020 02:35:00 PM,14.5,4216 Midland Pike,SR-4216,Chattanooga,Hamilton,Talley Road,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.0514,-85.2804,POINT (-85.2804 35.0514),"(35.05140, -85.28040)",Daylight
20-106494,10/20/2020 10:25:00 AM,10.5,3330 Hixson Pike,,Chattanooga,Hamilton,Carter Dr,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,40,1,Clear,Yes,No,No,No,35.101874,-85.274186,POINT (-85.274186 35.101874),"(35.101874, -85.274186)",Daylight
20-107428,10/22/2020 08:00:00 PM,20,Cooley St,,Chattanooga,Hamilton,N Willow St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.052261,-85.265688,POINT (-85.265688 35.052261),"(35.052261, -85.265688)",Dusk
20-107955,10/24/2020 07:00:00 AM,7,Lee Hwy,,Chattanooga,Hamilton,Tyner Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Cloudy,Yes,No,No,No,35.055087,-85.143332,POINT (-85.143332 35.055087),"(35.055087, -85.143332)",Daylight
20-108879,10/26/2020 05:15:00 PM,17.5,7205 Aventine Way,,Chattanooga,Hamilton,E Brainerd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.016396,-85.168561,POINT (-85.168561 35.016396),"(35.016396, -85.168561)",Daylight
20-112901,11/06/2020 02:57:00 PM,15,501 Signal Mountain Rd,,Chattanooga,Hamilton,Mundy Street,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.094368,-85.331318,POINT (-85.331318 35.094368),"(35.094368, -85.331318)",Daylight
20-114836,11/11/2020 06:00:00 PM,18,1701-1799 E 37th St,,Chattanooga,Hamilton,Rossville Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Rain,Yes,No,No,No,35.001482,-85.291618,POINT (-85.291618 35.001482),"(35.001482, -85.291618)",Dark - Lighted
20-115153,11/12/2020 03:49:00 PM,16,7500 Bonny Oaks Dr,,Chattanooga,Hamilton,Lee Hwy,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,Yes,No,35.0607478,-85.134369,POINT (-85.134369 35.0607478),"(35.0607478, -85.134369)",Daylight
20-116395,11/16/2020 12:05:00 PM,12,6th Ave,SR-2500,Chattanooga,Hamilton,E 25th Street Ct,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.013672,-85.279925,POINT (-85.279925 35.013672),"(35.013672, -85.279925)",Daylight
20-116850,11/17/2020 03:52:00 PM,16,W 3rd St,,Chattanooga,Hamilton,Market St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Clear,Yes,No,No,No,35.053512,-85.309667,POINT (-85.309667 35.053512),"(35.053512, -85.309667)",Daylight
20-117843,11/20/2020 10:20:00 AM,10.5,3500 Brainerd Rd,,Chattanooga,Hamilton,N Germantown Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.023571,-85.244828,POINT (-85.244828 35.023571),"(35.023571, -85.244828)",Daylight
20-120310,11/27/2020 12:54:00 PM,13,6101 Lee Hwy,SR-6100,Chattanooga,Hamilton,Lee Hwy,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.030545,-85.189874,POINT (-85.189874 35.030545),"(35.030545, -85.189874)",Daylight
20-121339,11/30/2020 02:00:00 PM,14,7734 Lee Hwy,,Chattanooga,Hamilton,Bonny Oaks Dr,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.062796,-85.130151,POINT (-85.130151 35.062796),"(35.062796, -85.130151)",Daylight
20-121641,12/01/2020 12:00:00 PM,12,5928 Hixson Pike,,Chattanooga,Hamilton,Cassandra Smith Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Clear,Yes,No,No,No,35.147481,-85.20734,POINT (-85.20734 35.147481),"(35.147481, -85.207340)",Daylight
20-123091,12/05/2020 01:08:00 PM,13,Gunbarrel Rd,,Chattanooga,Hamilton,Goodwin Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.033214,-85.151302,POINT (-85.151302 35.033214),"(35.033214, -85.151302)",Daylight
20-123606,12/06/2020 07:55:00 PM,20,4300 Highway 58,,Chattanooga,Hamilton,Murray Hills Drive,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,Yes,35.082562,-85.206217,POINT (-85.206217 35.082562),"(35.082562, -85.206217)",Dark - Lighted
20-124901,12/10/2020 03:40:00 PM,15.5,3354 Charger Dr,,Chattanooga,Hamilton,W 37th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.013799,-85.323359,POINT (-85.323359 35.013799),"(35.013799, -85.323359)",Daylight
20-126579,12/15/2020 10:05:00 AM,10,3424 Rossville Blvd,,Chattanooga,Hamilton,E 35th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.004258,-85.292268,POINT (-85.292268 35.004258),"(35.004258, -85.292268)",Daylight
20-127642,12/18/2020 06:17:00 AM,6.5,6200 Mountain View Rd,,Chattanooga,Hamilton,Hunter Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Clear,Yes,No,No,Yes,35.098445,-85.05571,POINT (-85.05571 35.098445),"(35.098445, -85.055710)",Dark - Not Lighted
20-129209,12/22/2020 03:45:00 PM,16,700-799 River Terminal Rd,,Chattanooga,Hamilton,Riverport Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.071852,-85.271676,POINT (-85.271676 35.071852),"(35.071852, -85.271676)",Daylight
20-129760,12/24/2020 06:12:00 AM,6,116 Central Ave,,Chattanooga,Hamilton,East 3rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Rain,Yes,No,No,No,35.04786,-85.287357,POINT (-85.287357 35.04786),"(35.047860, -85.287357)",Dark - Lighted
20-129939,12/24/2020 05:41:00 PM,17.5,490 Greenway View Dr,,Chattanooga,Hamilton,Brainerd rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Cloudy,Yes,No,No,No,35.008709,-85.205213,POINT (-85.205213 35.008709),"(35.008709, -85.205213)",Dark - Lighted
20-130072,12/25/2020 04:22:00 AM,4.5,Derby Cir,,Chattanooga,Hamilton,E 4th St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,30,1,Clear,Yes,No,,Yes,35.037478,-85.265377,POINT (-85.265377 35.037478),"(35.037478, -85.265377)",Dark - Lighted
20-130803,12/27/2020 09:00:00 PM,21,120 Market St,,Chattanooga,Hamilton,W Aquarium Way,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,Yes,35.055214,-85.309333,POINT (-85.309333 35.055214),"(35.055214, -85.309333)",Dark - Lighted
21-000491,01/02/2021 07:32:00 AM,7.5,6725 Dupre Rd,SR-6725,Chattanooga,Hamilton,Hickory Valley Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,25,1,Clear,Yes,No,No,No,35.02471,-85.180158,POINT (-85.180158 35.02471),"(35.024710, -85.180158)",Dawn
21-001351,01/04/2021 05:10:00 PM,17,1804 Gunbarrel Rd,,Chattanooga,Hamilton,Crane Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,,1,Clear,Yes,No,No,No,35.023735,-85.158512,POINT (-85.158512 35.023735),"(35.023735, -85.158512)",Daylight
21-004955,01/15/2021 08:02:00 PM,20,Amnicola Hwy,,Chattanooga,Hamilton,Judd Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,50,1,Clear,Yes,No,No,Yes,35.084474,-85.262399,POINT (-85.262399 35.084474),"(35.084474, -85.262399)",Dark - Lighted
21-005304,01/16/2021 09:04:00 PM,21,Rossville Blvd,,Chattanooga,Hamilton,27th St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,45,1,Clear,Yes,No,No,No,35.01603,-85.29329,POINT (-85.29329 35.01603),"(35.016030, -85.293290)",Dark - Not Lighted
21-005918,01/18/2021 02:00:00 AM,2,18517 Interstate 24 Eastbound,,Chattanooga,Hamilton,Spring Creek Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,45,1,Clear,Yes,No,No,No,35.004152,-85.219256,POINT (-85.219256 35.004152),"(35.004152, -85.219256)",Dark - Unknown Lighting
21-007573,01/23/2021 01:48:00 PM,14,2521 Lifestyle Way,,Chattanooga,Hamilton,Napier Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.044337,-85.152338,POINT (-85.152338 35.044337),"(35.044337, -85.152338)",Daylight
21-007940,01/24/2021 05:35:00 PM,17.5,1906 Fairleigh St,,Chattanooga,Hamilton,N Beech St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,30,1,Cloudy,Yes,No,No,No,35.1310404,-85.236565,POINT (-85.236565 35.1310404),"(35.1310404, -85.236565)",Dusk
21-009748,01/29/2021 07:44:00 PM,19.5,E 11th St,SR-600,Chattanooga,Hamilton,Baldwin St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,25,1,Clear,Yes,No,No,No,35.0451953,-85.304933,POINT (-85.304933 35.0451953),"(35.0451953, -85.304933)",Dark - Lighted
21-009977,01/30/2021 01:45:00 PM,14,5764 Highway 153,,Chattanooga,Hamilton,Hwy 153 Nb,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Cloudy,Yes,No,No,No,35.152975,-85.24562,POINT (-85.24562 35.152975),"(35.152975, -85.245620)",Daylight
21-010176,01/30/2021 10:35:00 PM,22.5,5814 Lee Hwy,,Chattanooga,Hamilton,Chickamauga Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.021343,-85.200063,POINT (-85.200063 35.021343),"(35.021343, -85.200063)",Dark - Lighted
21-010839,02/01/2021 08:15:00 PM,20.5,3907 Dodds Ave,,Chattanooga,Hamilton,E 40th St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,34.997051,-85.283782,POINT (-85.283782 34.997051),"(34.997051, -85.283782)",Dark - Lighted
21-012027,02/05/2021 07:13:00 AM,7,6951 Lee Hwy,,Chattanooga,Hamilton,Shallowford Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.044762,-85.164109,POINT (-85.164109 35.044762),"(35.044762, -85.164109)",Dark - Lighted
21-013599,02/09/2021 06:10:00 PM,18,4040 Mountain Creek Rd,,Chattanooga,Hamilton,Mountain Creek Rd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.128226,-85.307986,POINT (-85.307986 35.128226),"(35.128226, -85.307986)",Daylight
21-014454,02/12/2021 06:30:00 AM,6.5,3600 Rossville Blvd,US-3600,Chattanooga,Hamilton,37th,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.002372,-85.291848,POINT (-85.291848 35.002372),"(35.002372, -85.291848)",Dawn
21-018142,02/22/2021 06:48:00 PM,19,2301 4th Ave,,Chattanooga,Hamilton,E 23rd St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,25,1,Clear,Yes,No,No,No,35.017689,-85.280427,POINT (-85.280427 35.017689),"(35.017689, -85.280427)",Daylight
21-018780,02/24/2021 01:45:00 PM,14,S Willow St,,Chattanooga,Hamilton,E 23rd St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,No,35.018994,-85.279976,POINT (-85.279976 35.018994),"(35.018994, -85.279976)",Daylight
21-020073,02/27/2021 09:56:00 PM,22,Mountain Creek Rd,SR-900,Chattanooga,Hamilton,Signal View,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.103758,-85.32436,POINT (-85.32436 35.103758),"(35.103758, -85.324360)",Dark - Lighted
21-020081,02/27/2021 10:28:00 PM,22.5,2301 4th Ave,,Chattanooga,Hamilton,E 23rd St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,45,1,Clear,Yes,No,No,No,35.017689,-85.280427,POINT (-85.280427 35.017689),"(35.017689, -85.280427)",Dark - Lighted
21-022990,03/08/2021 12:55:00 AM,1,4711 Brainerd Rd,,Chattanooga,Hamilton,Woodvale,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,,,35.014231,-85.23045,POINT (-85.23045 35.014231),"(35.014231, -85.230450)",Dark - Lighted
21-027250,03/19/2021 02:30:00 PM,14.5,Manufacturers Rd,SR-100,Chattanooga,Hamilton,Cherokee Blvd,1,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.063562,-85.310268,POINT (-85.310268 35.063562),"(35.063562, -85.310268)",Daylight
21-028744,03/23/2021 05:44:00 PM,17.5,Riverfront Pkwy,,Chattanooga,Hamilton,Power Ally,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Rain,Yes,No,No,No,35.055585,-85.314669,POINT (-85.314669 35.055585),"(35.055585, -85.314669)",Daylight
21-029022,03/24/2021 12:30:00 PM,12.5,2020 Gunbarrel Rd,,Chattanooga,Hamilton,Goodwin Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.030081,-85.153146,POINT (-85.153146 35.030081),"(35.030081, -85.153146)",Daylight
21-029661,03/26/2021 11:35:00 AM,11.5,Tremont St,,Chattanooga,Hamilton,Frazier Ave,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.061751,-85.30483,POINT (-85.30483 35.061751),"(35.061751, -85.304830)",Daylight
21-031354,03/30/2021 02:30:00 PM,14.5,7804 E Brainerd Rd,,Chattanooga,Hamilton,E Brainerd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,,1,Clear,Yes,No,No,No,35.008124,-85.154777,POINT (-85.154777 35.008124),"(35.008124, -85.154777)",Daylight
21-032028,04/01/2021 09:00:00 AM,9,Houston St,,Chattanooga,Hamilton,Vine St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.04888,-85.30315,POINT (-85.30315 35.04888),"(35.048880, -85.303150)",Daylight
21-033726,04/05/2021 09:46:00 PM,22,000 W Bell Ave,,Chattanooga,Hamilton,N Market St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.068284,-85.308932,POINT (-85.308932 35.068284),"(35.068284, -85.308932)",Dark - Lighted
21-033984,04/06/2021 03:40:00 PM,15.5,Amnicola Hwy,SR-2005,Chattanooga,Hamilton,Amnicola Hwy,,Property Damage,Not Collision with Motor Vehicle in Transport,No,No,No,No,50,1,Clear,Yes,No,Yes,No,35.060881,-85.274813,POINT (-85.274813 35.060881),"(35.060881, -85.274813)",Daylight
21-034111,04/06/2021 08:30:00 PM,20.5,3604 Brainerd Rd,,Chattanooga,Hamilton,Germantown rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,15,1,Clear,Yes,No,No,No,35.023303,-85.245707,POINT (-85.245707 35.023303),"(35.023303, -85.245707)",Dark - Lighted
21-034232,04/07/2021 07:40:00 AM,7.5,5840 Lake Resort Ter,,Chattanooga,Hamilton,Lake Resort Ter,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Clear,Yes,No,No,No,35.10906,-85.21286,POINT (-85.21286 35.10906),"(35.109060, -85.212860)",Dawn
21-035654,04/10/2021 05:37:00 PM,17.5,S Greenwood Ave,,Chattanooga,Hamilton,E 16th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,25,1,Clear,Yes,No,No,No,35.027774,-85.287382,POINT (-85.287382 35.027774),"(35.027774, -85.287382)",Daylight
21-036762,04/13/2021 02:00:00 PM,14,3800 Chandler Ave,,Chattanooga,Hamilton,400 West 38th Street,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,,,35.006719,-85.313922,POINT (-85.313922 35.006719),"(35.006719, -85.313922)",Daylight
21-037802,04/16/2021 03:58:00 AM,4,,I-75,Chattanooga,Hamilton,Hwy 153 NB,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,No,No,55,4,Clear,Yes,No,Yes,Yes,35.030023,-85.169946,POINT (-85.169946 35.030023),"(35.0300230, -85.169946)",Dark - Not Lighted
21-037880,04/16/2021 10:15:00 AM,10.5,6220 Perimeter Dr,,Chattanooga,Hamilton,Perimeter Dr,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,,1,Clear,Yes,No,No,No,35.028732,-85.183754,POINT (-85.183754 35.028732),"(35.028732, -85.183754)",Daylight
21-040086,04/22/2021 08:00:00 AM,8,500 S Willow St,,Chattanooga,Hamilton,Bailey Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.033198,-85.272756,POINT (-85.272756 35.033198),"(35.033198, -85.272756)",Daylight
21-040377,04/23/2021 12:00:00 AM,,300 N Germantown Rd,SR-300,Chattanooga,Hamilton,Rogers Rd,,Fatal,Not Collision with Motor Vehicle in Transport,Yes,Yes,No,No,30,1,Clear,Yes,No,No,No,35.034097,-85.241284,POINT (-85.241284 35.034097),"(35.034097, -85.241284)",Dark - Not Lighted
21-041515,04/26/2021 12:16:00 AM,0.5,1523 Bradt St,,Chattanooga,Hamilton,Camden St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,2,Clear,Yes,No,No,No,35.054535,-85.262452,POINT (-85.262452 35.054535),"(35.054535, -85.262452)",Dark - Lighted
21-041556,04/26/2021 05:40:00 AM,5.5,Cherokee Blvd,SR-100,Chattanooga,Hamilton,Manufacturers Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Clear,Yes,No,No,No,35.063562,-85.310268,POINT (-85.310268 35.063562),"(35.063562, -85.310268)",Dark - Lighted
21-042343,04/27/2021 10:00:00 AM,10,5800 Lee Hwy,,Chattanooga,Hamilton,Lee Hwy,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,,1,Clear,Yes,No,No,No,35.020397,-85.200939,POINT (-85.200939 35.020397),"(35.020397, -85.200939)",Daylight
21-042799,04/29/2021 10:47:00 AM,11,1200 Nellie St,,Chattanooga,Hamilton,Hoyt,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,2,Cloudy,Yes,No,No,No,35.045715,-85.247063,POINT (-85.247063 35.045715),"(35.045715, -85.247063)",Daylight
21-046720,05/09/2021 12:30:00 AM,0.5,1801 S Holtzclaw Ave,,Chattanooga,Hamilton,E 21st,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,,1,Clear,Yes,No,No,Yes,35.025405,-85.290348,POINT (-85.290348 35.025405),"(35.025405, -85.290348)",Dark - Lighted
21-049304,05/15/2021 08:21:00 PM,20.5,2300 4th Ave,,Chattanooga,Hamilton,E 23rd St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,35,1,Clear,Yes,No,No,Yes,35.017356,-85.279988,POINT (-85.279988 35.017356),"(35.017356, -85.279988)",Dawn
21-049321,05/15/2021 09:25:00 PM,21.5,E 23rd St,,Chattanooga,Hamilton,Rossville Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.024513,-85.297979,POINT (-85.297979 35.024513),"(35.024513, -85.297979)",Dark - Not Lighted
21-054689,05/28/2021 02:20:00 PM,14.5,Hamill Rd,SR-1933,Chattanooga,Hamilton,Hwy 153,6,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.123297,-85.240129,POINT (-85.240129 35.123297),"(35.123297, -85.240129)",Daylight
21-054976,05/29/2021 04:19:00 AM,4.5,4305 Hancock Rd,,Chattanooga,Hamilton,Jersey Pike,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.08142,-85.185364,POINT (-85.185364 35.08142),"(35.081420, -85.185364)",Dark - Not Lighted
21-056388,06/01/2021 12:00:00 AM,,E 23rd St,,Chattanooga,Hamilton,S Willow St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,,No,35.01701,-85.277147,POINT (-85.277147 35.01701),"(35.017010, -85.277147)",Unknown
21-056921,06/03/2021 08:00:00 AM,8,103 Market St,,Chattanooga,Hamilton,Aquarium Way,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Clear,Yes,No,No,Yes,35.055669,-85.309741,POINT (-85.309741 35.055669),"(35.055669, -85.309741)",Daylight
21-057625,06/04/2021 08:15:00 PM,20.5,5500 Highway 153,,Chattanooga,Hamilton,Gadd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,45,1,Clear,Yes,No,No,No,35.142401,-85.248276,POINT (-85.248276 35.142401),"(35.142401, -85.248276)",Daylight
21-062800,06/17/2021 01:10:00 PM,13,301 E Martin Luther King Blvd,,Chattanooga,Hamilton,E MLK Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,25,1,Clear,Yes,No,No,Yes,35.044821,-85.305288,POINT (-85.305288 35.044821),"(35.044821, -85.305288)",Daylight
21-067652,06/29/2021 10:56:00 AM,11,5900 Lee Hwy,,Chattanooga,Hamilton,Airport Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.022082,-85.198323,POINT (-85.198323 35.022082),"(35.022082, -85.198323)",Daylight
21-068829,07/02/2021 10:50:00 AM,11,2180 Gunbarrel Rd,,Chattanooga,Hamilton,Commons Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.034718,-85.149653,POINT (-85.149653 35.034718),"(35.034718, -85.149653)",Daylight
21-070910,07/07/2021 12:52:00 PM,13,3147 Broad St,,Chattanooga,Hamilton,W 31st St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,,1,Cloudy,Yes,No,No,No,35.019563,-85.321641,POINT (-85.321641 35.019563),"(35.019563, -85.321641)",Daylight
21-070970,07/07/2021 03:20:00 PM,15.5,561 Arlington Ave,,Chattanooga,Hamilton,Ramsey St.,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.041794,-85.264616,POINT (-85.264616 35.041794),"(35.041794, -85.264616)",Daylight
21-072217,07/10/2021 04:07:00 PM,16,Dodson Ave,SR-1420,Chattanooga,Hamilton,Wilcox Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.05297,-85.260301,POINT (-85.260301 35.05297),"(35.052970, -85.260301)",Daylight
21-072680,07/11/2021 07:43:00 PM,19.5,7610 E Brainerd Rd,,Chattanooga,Hamilton,Strattmon Cir,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Rain,Yes,No,No,No,35.011033,-85.15783,POINT (-85.15783 35.011033),"(35.011033, -85.157830)",Daylight
21-072932,07/12/2021 01:24:00 PM,13.5,5200 Hixson Pike,,Chattanooga,Hamilton,Austin Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,40,1,Rain,Yes,No,No,No,35.13766,-85.2363,POINT (-85.2363 35.13766),"(35.137660, -85.236300)",Daylight
